request_id,message_id,day,line,model,version,source_uuid,source_line,source_kind,input_tokens,cache_creation_input_tokens,cache_read_input_tokens,output_tokens,rows,tools,followups,usage_conflict,tool_group
1da1086f-e5d9-4627-bd0a-c8c92be2fe5d,1da1086f-e5d9-4627-bd0a-c8c92be2fe5d,2026-09-12,4467,<synthetic>,2.1.268,69c90e08-baf9-4fc7-b747-f69778d613c9,4466,summary_due,0,0,0,0,1,,False,False,no_tool
8b8d07f9-a018-41d5-a0f7-9c0b528acc12,8b8d07f9-a018-41d5-a0f7-9c0b528acc12,2026-09-12,4477,<synthetic>,2.1.268,0024f213-e879-493a-af35-3d3cfceb5cd7,4469,session_started,0,0,0,0,1,,False,False,no_tool
3558c47e-66ce-4b73-bba3-d0b566b4f0d5,3558c47e-66ce-4b73-bba3-d0b566b4f0d5,2026-09-12,4480,<synthetic>,2.1.268,05852bdc-cef0-4eb3-b6d5-4c00d3f32837,4479,stage_changed,0,0,0,0,1,,False,False,no_tool
4e4eab51-a888-45df-a39e-a94eb88e6e49,4e4eab51-a888-45df-a39e-a94eb88e6e49,2026-09-12,4483,<synthetic>,2.1.268,9ebe6e84-40f4-4bd2-b70d-0d756ed58ca2,4482,stage_changed,0,0,0,0,1,,False,False,no_tool
860f9686-22ea-4974-9de8-9b8debc3459a,860f9686-22ea-4974-9de8-9b8debc3459a,2026-09-12,4486,<synthetic>,2.1.268,3d4c6fd5-6eec-48ae-913f-5d2e5d560c49,4485,runner_report,0,0,0,0,1,,False,False,no_tool
19d016e1-b613-4002-8bc8-b21691ae6fb4,19d016e1-b613-4002-8bc8-b21691ae6fb4,2026-09-12,4489,<synthetic>,2.1.268,39de162d-8c68-4b65-b1d4-67084115a247,4488,runner_ask,0,0,0,0,1,,False,False,no_tool
7958b154-bb2c-4e50-871b-83c49cc20b4d,7958b154-bb2c-4e50-871b-83c49cc20b4d,2026-09-12,4492,<synthetic>,2.1.268,c5d93fb5-5bdf-4ac5-991e-7d7e59c4b026,4491,runner_ask,0,0,0,0,1,,False,False,no_tool
ac2a4864-17e3-4368-9814-4f6bdd34f098,ac2a4864-17e3-4368-9814-4f6bdd34f098,2026-09-12,4495,<synthetic>,2.1.268,f1dca57c-500b-417e-90ae-057b5a4c77a6,4494,runner_report,0,0,0,0,1,,False,False,no_tool
308d5c2d-1690-42b0-8de6-d0eaaf351924,308d5c2d-1690-42b0-8de6-d0eaaf351924,2026-09-12,4498,<synthetic>,2.1.268,fdb9c4fc-885b-4e48-a53e-7ec082b13eb0,4497,runner_report,0,0,0,0,1,,False,False,no_tool
48057685-f062-4aef-9000-cc43afb862d5,48057685-f062-4aef-9000-cc43afb862d5,2026-09-12,4501,<synthetic>,2.1.268,30236d93-9055-46f7-b558-5c07bf8eea0f,4500,mixed_without_founder,0,0,0,0,1,,False,False,no_tool
aa7ef9d8-b4c5-452a-acf8-fb457e0c324f,aa7ef9d8-b4c5-452a-acf8-fb457e0c324f,2026-09-12,4504,<synthetic>,2.1.268,eb8fa4a6-1b66-4f54-9a34-84f802215124,4502,gate_question,0,0,0,0,1,,False,False,no_tool
0936fcb8-0ce7-4f3d-b544-7db600c233ac,0936fcb8-0ce7-4f3d-b544-7db600c233ac,2026-09-12,4514,<synthetic>,2.1.268,448036be-f195-4a68-a99f-d0753511b032,4513,session_failed,0,0,0,0,1,,False,False,no_tool
e93b688c-7d6c-440e-b122-68ecddf7611b,e93b688c-7d6c-440e-b122-68ecddf7611b,2026-09-12,4517,<synthetic>,2.1.268,5540ecfa-b52d-45c5-af33-6a0d5db9eb91,4516,session_started,0,0,0,0,1,,False,False,no_tool
2bab688e-59b1-4ae9-98dd-6b797e752c2e,2bab688e-59b1-4ae9-98dd-6b797e752c2e,2026-09-12,4520,<synthetic>,2.1.268,240ee4ce-84a4-4b7a-a286-71e28e87878f,4519,runner_ask,0,0,0,0,1,,False,False,no_tool
486f80a3-58c6-40b7-bc6c-542686bc6c39,486f80a3-58c6-40b7-bc6c-542686bc6c39,2026-09-12,4523,<synthetic>,2.1.268,85b8f881-4716-43b8-bb28-bb102cb0749d,4522,runner_ask,0,0,0,0,1,,False,False,no_tool
d95c3d2a-5c83-414b-b775-0020a5e29f77,d95c3d2a-5c83-414b-b775-0020a5e29f77,2026-09-12,4526,<synthetic>,2.1.268,582aea36-b16f-4cee-b605-a55a1d8bef26,4525,stage_changed,0,0,0,0,1,,False,False,no_tool
8635883a-07f1-459b-aade-91d5a9eb0092,8635883a-07f1-459b-aade-91d5a9eb0092,2026-09-12,4529,<synthetic>,2.1.268,0db8bcf9-5006-4b67-b3a5-3176b78245fd,4528,gate_question,0,0,0,0,1,,False,False,no_tool
3452d961-cff2-470c-b8b2-35d11214b90e,3452d961-cff2-470c-b8b2-35d11214b90e,2026-09-12,4532,<synthetic>,2.1.268,f0c9fc06-6ef5-485f-bc44-51fbf70957a6,4531,stage_changed,0,0,0,0,1,,False,False,no_tool
1872ff1b-e6d2-4ade-bff4-d78fe83837ff,1872ff1b-e6d2-4ade-bff4-d78fe83837ff,2026-09-12,4535,<synthetic>,2.1.268,f453856d-e470-40b8-82a3-f04f184939cb,4534,runner_ask,0,0,0,0,1,,False,False,no_tool
a02f4317-8127-49d0-a91e-993aecf7f846,a02f4317-8127-49d0-a91e-993aecf7f846,2026-09-12,4538,<synthetic>,2.1.268,60be893b-6696-4d21-8d21-606d0bb6f9c6,4537,runner_ask,0,0,0,0,1,,False,False,no_tool
581eedd6-59ef-4079-ac6c-b54c88e759f5,581eedd6-59ef-4079-ac6c-b54c88e759f5,2026-09-12,4541,<synthetic>,2.1.268,1067fc89-4717-4d87-8ee6-8833ac3e688b,4540,summary_due,0,0,0,0,1,,False,False,no_tool
206b134e-422c-45d2-ba50-4ffea7fc3442,206b134e-422c-45d2-ba50-4ffea7fc3442,2026-09-12,4551,<synthetic>,2.1.268,6da05e34-7210-4a4e-b077-18d852023aff,4550,runner_report,0,0,0,0,1,,False,False,no_tool
0e65db1e-e686-462a-b3ff-82aaa9295c70,0e65db1e-e686-462a-b3ff-82aaa9295c70,2026-09-12,4554,<synthetic>,2.1.268,fb20958b-5f96-4715-8170-2a318478c610,4553,runner_ask,0,0,0,0,1,,False,False,no_tool
e7f8d3ba-d05c-4990-86f2-cf4fb65ec792,e7f8d3ba-d05c-4990-86f2-cf4fb65ec792,2026-09-12,4557,<synthetic>,2.1.268,2c471310-7d51-4698-9db8-04883b12fa60,4556,runner_ask,0,0,0,0,1,,False,False,no_tool
668b716e-b547-45ee-a555-82cca1d36955,668b716e-b547-45ee-a555-82cca1d36955,2026-09-12,4560,<synthetic>,2.1.268,87f1e4d5-1968-40d1-ad0f-0f57d1677577,4559,runner_report,0,0,0,0,1,,False,False,no_tool
d33ffbbf-6567-46c9-bb6b-f1d1d6fbc21b,d33ffbbf-6567-46c9-bb6b-f1d1d6fbc21b,2026-09-12,4563,<synthetic>,2.1.268,cafee4ee-dcf0-4182-b04b-ce0181c7b818,4562,runner_report,0,0,0,0,1,,False,False,no_tool
eb79422b-5da0-4513-a634-8d4a92407776,eb79422b-5da0-4513-a634-8d4a92407776,2026-09-12,4566,<synthetic>,2.1.268,5ad02d3b-7c43-42e2-9dc3-147b9a22e8f1,4565,other_mailbox,0,0,0,0,1,,False,False,no_tool
1adeb76a-2cc4-4c28-afc0-ecf2bc9e7aa9,1adeb76a-2cc4-4c28-afc0-ecf2bc9e7aa9,2026-09-12,4569,<synthetic>,2.1.268,60ecf82d-6ca9-4da4-ae02-f816445a1175,4568,workflow_claim_recorded,0,0,0,0,1,,False,False,no_tool
3ad0b4bc-0a58-4aab-81e0-ee28062007ba,3ad0b4bc-0a58-4aab-81e0-ee28062007ba,2026-09-12,4572,<synthetic>,2.1.268,7cfff5ac-e6ad-4f85-8af9-ba1eb852808a,4570,runner_ask,0,0,0,0,1,,False,False,no_tool
baa58ba2-06e3-4844-93a1-57d65e2599a1,baa58ba2-06e3-4844-93a1-57d65e2599a1,2026-09-12,4575,<synthetic>,2.1.268,57fd183e-1051-4fad-8e5f-1db5c79bb2c7,4573,gate_question,0,0,0,0,1,,False,False,no_tool
ac80e953-ef71-4791-afd5-9004b8347fe9,ac80e953-ef71-4791-afd5-9004b8347fe9,2026-09-12,4585,<synthetic>,2.1.268,418ce091-ddbf-47d3-a299-67eb31f262b6,4584,session_failed,0,0,0,0,1,,False,False,no_tool
